,latitude,longitude,address,birth_place
phil rollins,37.5726028,-85.1551411,"Kentucky, United States of America",Kentucky
phil sellers,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
phil smith,36.7014631,-118.7559974,"California, United States of America",California
phil walker,40.9699889,-77.7278831,"Pennsylvania, United States of America",Pennsylvania
phil zevenbergen,38.8949549,-77.0366456,"Washington, District of Columbia, United States of America",Washington
pickles kennedy,40.9699889,-77.7278831,"Pennsylvania, United States of America",Pennsylvania
pierre jackson,39.5158825,-116.8537227,"Nevada, United States of America",Nevada
pj brown,43.6211955,-84.6824346,"Michigan, United States of America",Michigan
pj hairston,35.6729639,-79.0392919,"North Carolina, United States of America",North Carolina
pj tucker,35.6729639,-79.0392919,"North Carolina, United States of America",North Carolina
pooh richardson,40.9699889,-77.7278831,"Pennsylvania, United States of America",Pennsylvania
popeye jones,35.7730076,-86.2820081,"Tennessee, United States of America",Tennessee
pops mensah-bonsu,25.2232283,55.1594933008754,"United Kingdom, دبي, دبي‎, الإمارات العربيّة المتّحدة",United Kingdom
predrag drobnjak,-29.6826112,-51.4687455,"Montenegro, Microrregião de Montenegro, Região Metropolitana de Porto Alegre, Mesorregião Metropolitana de Porto Alegre, RS, Região Sul, 95780-000, Brasil",Montenegro
predrag savovic,45.5643442,17.0118954,Hrvatska,Croatia
price brookfield,31.8160381,-99.5120986,"Texas, United States of America",Texas
priest lauderdale,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
primoz brezec,45.8133113,14.4808369,Slovenija,Slovenia
purvis short,32.9715645,-89.7348497,"Mississippi, United States of America",Mississippi
quentin richardson,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
quincy acy,31.8160381,-99.5120986,"Texas, United States of America",Texas
quincy douby,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
quincy lewis,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas
quincy miller,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
quincy pondexter,36.7014631,-118.7559974,"California, United States of America",California
quinn buckner,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
quinn cook,38.8949549,-77.0366456,"Washington, District of Columbia, United States of America",District of Columbia
quintin dailey,39.5162234,-76.9382069,"Maryland, United States of America",Maryland
quinton ross,31.8160381,-99.5120986,"Texas, United States of America",Texas
qyntel woods,35.7730076,-86.2820081,"Tennessee, United States of America",Tennessee
radisav curcic,44.1534121,20.55144,Србија,Serbia
raef lafrentz,41.9216734,-93.3122705,"Iowa, United States of America",Iowa
rafael addison,40.0757384,-74.4041622,"New Jersey, United States of America",New Jersey
rafael araujo,-10.3333333,-53.2,Brasil,Brazil
rafer alston,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
raja bell,17.789187,-64.7080574,"United States Virgin Islands, United States of America",U.S. Virgin Islands
rajon rondo,37.5726028,-85.1551411,"Kentucky, United States of America",Kentucky
rakeem christmas,40.0757384,-74.4041622,"New Jersey, United States of America",New Jersey
ralph beard,37.5726028,-85.1551411,"Kentucky, United States of America",Kentucky
ralph davis,37.5726028,-85.1551411,"Kentucky, United States of America",Kentucky
ralph drollinger,36.7014631,-118.7559974,"California, United States of America",California
ralph jackson,36.7014631,-118.7559974,"California, United States of America",California
ralph lewis,40.9699889,-77.7278831,"Pennsylvania, United States of America",Pennsylvania
ralph obrien,37.5726028,-85.1551411,"Kentucky, United States of America",Kentucky
ralph sampson,37.1232245,-78.4927721,"Virginia, United States of America",Virginia
ralph simpson,43.6211955,-84.6824346,"Michigan, United States of America",Michigan
ramon rivas,18.22141715,-66.4132818505648,"Puerto Rico, Saltos, Orocovis, Puerto Rico, United States of America",Puerto Rico
ramon sessions,33.6874388,-80.4363743,"South Carolina, United States of America",South Carolina
randell jackson,42.3788774,-72.032366,"Massachusetts, United States of America",Massachusetts
randolph childress,38.8949549,-77.0366456,"Washington, District of Columbia, United States of America",District of Columbia
randolph keys,32.9715645,-89.7348497,"Mississippi, United States of America",Mississippi
randolph morris,31.8160381,-99.5120986,"Texas, United States of America",Texas
randy allen,27.7567667,-81.4639835,"Florida, United States of America",Florida
randy breuer,45.9896587,-94.6113288,"Minnesota, United States of America",Minnesota
randy brown,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
randy denton,35.6729639,-79.0392919,"North Carolina, United States of America",North Carolina
randy foye,40.0757384,-74.4041622,"New Jersey, United States of America",New Jersey
randy holcomb,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
randy livingston,30.8703881,-92.007126,"Louisiana, United States of America",Louisiana
randy smith,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
randy white,30.8703881,-92.007126,"Louisiana, United States of America",Louisiana
randy wittman,40.3270127,-86.1746933,"Indiana, United States of America",Indiana
randy woods,40.9699889,-77.7278831,"Pennsylvania, United States of America",Pennsylvania
rashad mccants,35.6729639,-79.0392919,"North Carolina, United States of America",North Carolina
rashad vaughn,45.9896587,-94.6113288,"Minnesota, United States of America",Minnesota
rashard lewis,30.8703881,-92.007126,"Louisiana, United States of America",Louisiana
rasheed wallace,40.9699889,-77.7278831,"Pennsylvania, United States of America",Pennsylvania
rasho nesterovic,45.8133113,14.4808369,Slovenija,Slovenia
rastko cvetkovic,44.1534121,20.55144,Србија,Serbia
rasual butler,40.9699889,-77.7278831,"Pennsylvania, United States of America",Pennsylvania
ratko varda,44.3053476,17.5961467,Bosna i Hercegovina / Босна и Херцеговина,Bosnia and Herzegovina
raul lopez,40.0028028,-4.003104,España,Spain
raul neto,-10.3333333,-53.2,Brasil,Brazil
rawle marshall,4.88732,-58.9398798968075,Guyana,Guyana
ray allen,36.7014631,-118.7559974,"California, United States of America",California
ray blume,32.3293809,-83.1137366,"Georgia, United States of America",Georgia
ray ellefson,44.6471761,-100.348761,"South Dakota, United States of America",South Dakota
ray epps,37.1232245,-78.4927721,"Virginia, United States of America",Virginia
ray felix,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
ray lumpp,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
ray mccallum,44.4308975,-89.6884637,"Wisconsin, United States of America",Wisconsin
ray owes,36.7014631,-118.7559974,"California, United States of America",California
ray scott,40.9699889,-77.7278831,"Pennsylvania, United States of America",Pennsylvania
ray tolbert,40.3270127,-86.1746933,"Indiana, United States of America",Indiana
ray williams,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
raymond brown,32.3293809,-83.1137366,"Georgia, United States of America",Georgia
raymond felton,33.6874388,-80.4363743,"South Carolina, United States of America",South Carolina
raymond townsend,36.7014631,-118.7559974,"California, United States of America",California
red holzman,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
red kerr,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
red rocha,21.2160437,-157.975203,"Hawaii, United States of America",Hawaii
reece gaines,44.4308975,-89.6884637,"Wisconsin, United States of America",Wisconsin
reggie bullock,39.5162234,-76.9382069,"Maryland, United States of America",Maryland
reggie carter,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
reggie evans,27.7567667,-81.4639835,"Florida, United States of America",Florida
reggie geary,40.0757384,-74.4041622,"New Jersey, United States of America",New Jersey
reggie hanson,35.6729639,-79.0392919,"North Carolina, United States of America",North Carolina
reggie jackson,42.6384261,12.674297,Italia,Italy
reggie johnson,32.3293809,-83.1137366,"Georgia, United States of America",Georgia
reggie jordan,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
reggie king,33.2588817,-86.8295337,"Alabama, United States of America",Alabama
reggie lewis,39.5162234,-76.9382069,"Maryland, United States of America",Maryland
reggie miller,36.7014631,-118.7559974,"California, United States of America",California
reggie slater,31.8160381,-99.5120986,"Texas, United States of America",Texas
reggie smith,36.7014631,-118.7559974,"California, United States of America",California
reggie theus,36.7014631,-118.7559974,"California, United States of America",California
reggie williams,37.1232245,-78.4927721,"Virginia, United States of America",Virginia
renaldo balkman,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
renaldo major,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
rex chapman,37.5726028,-85.1551411,"Kentucky, United States of America",Kentucky
rex morgan,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
rex walters,41.7370229,-99.5873816,"Nebraska, United States of America",Nebraska
rich jones,35.7730076,-86.2820081,"Tennessee, United States of America",Tennessee
rich kelley,36.7014631,-118.7559974,"California, United States of America",California
rich king,41.7370229,-99.5873816,"Nebraska, United States of America",Nebraska
rich laurel,40.9699889,-77.7278831,"Pennsylvania, United States of America",Pennsylvania
rich manning,38.8949549,-77.0366456,"Washington, District of Columbia, United States of America",Washington
rich niemann,38.7604815,-92.5617875,"Missouri, United States of America",Missouri
rich yonakor,40.2253569,-82.6881395,"Ohio, United States of America",Ohio
richard anderson,36.7014631,-118.7559974,"California, United States of America",California
richard coffey,35.6729639,-79.0392919,"North Carolina, United States of America",North Carolina
richard dumas,34.9550817,-97.2684063,"Oklahoma, United States of America",Oklahoma
richard hamilton,40.9699889,-77.7278831,"Pennsylvania, United States of America",Pennsylvania
richard jefferson,36.7014631,-118.7559974,"California, United States of America",California
richard morton,36.7014631,-118.7559974,"California, United States of America",California
richard petruska,48.7411522,19.4528646,Slovensko,Slovakia
richard rellford,27.7567667,-81.4639835,"Florida, United States of America",Florida
richard washington,43.9792797,-120.737257,"Oregon, United States of America",Oregon
richaun holmes,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
richie frahm,38.8949549,-77.0366456,"Washington, District of Columbia, United States of America",Washington
richie guerin,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
richie niemiera,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
richie regan,40.0757384,-74.4041622,"New Jersey, United States of America",New Jersey
rick adelman,36.7014631,-118.7559974,"California, United States of America",California
rick barry,40.0757384,-74.4041622,"New Jersey, United States of America",New Jersey
rick brunson,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
rick calloway,40.2253569,-82.6881395,"Ohio, United States of America",Ohio
rick carlisle,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
rick fox,61.0666922,-107.9917071,Canada,Canada
rick hughes,40.2253569,-82.6881395,"Ohio, United States of America",Ohio
rick mahorn,41.6500201,-72.7342163,"Connecticut, United States of America",Connecticut
rick roberson,35.7730076,-86.2820081,"Tennessee, United States of America",Tennessee
rick robey,27.7567667,-81.4639835,"Florida, United States of America",Florida
rick wilson,37.5726028,-85.1551411,"Kentucky, United States of America",Kentucky
rickey brown,32.9715645,-89.7348497,"Mississippi, United States of America",Mississippi
rickey green,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
rickey williams,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
rickie winslow,31.8160381,-99.5120986,"Texas, United States of America",Texas
ricky berry,43.6211955,-84.6824346,"Michigan, United States of America",Michigan
ricky blanton,27.7567667,-81.4639835,"Florida, United States of America",Florida
ricky davis,39.5158825,-116.8537227,"Nevada, United States of America",Nevada
ricky grace,31.8160381,-99.5120986,"Texas, United States of America",Texas
ricky ledo,41.7962409,-71.5992372,"Rhode Island, United States of America",Rhode Island
ricky marsh,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
ricky pierce,31.8160381,-99.5120986,"Texas, United States of America",Texas
ricky rubio,40.0028028,-4.003104,España,Spain
ricky sobers,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
ricky wilson,37.1232245,-78.4927721,"Virginia, United States of America",Virginia
rik smits,52.2379891,5.53460738161551,Nederland,Netherlands
rj hunter,40.2253569,-82.6881395,"Ohio, United States of America",Ohio
rob kurz,40.9699889,-77.7278831,"Pennsylvania, United States of America",Pennsylvania
rob lock,36.7014631,-118.7559974,"California, United States of America",California
rob rose,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
rob williams,31.8160381,-99.5120986,"Texas, United States of America",Texas
robbie hummel,40.3270127,-86.1746933,"Indiana, United States of America",Indiana
robert archibald,25.2232283,55.1594933008754,"United Kingdom, دبي, دبي‎, الإمارات العربيّة المتّحدة",United Kingdom
robert churchwell,40.3270127,-86.1746933,"Indiana, United States of America",Indiana
robert covington,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
robert hawkins,43.6211955,-84.6824346,"Michigan, United States of America",Michigan
robert hite,40.2253569,-82.6881395,"Ohio, United States of America",Ohio
robert horry,33.2588817,-86.8295337,"Alabama, United States of America",Alabama
robert pack,30.8703881,-92.007126,"Louisiana, United States of America",Louisiana
robert parish,30.8703881,-92.007126,"Louisiana, United States of America",Louisiana
robert reid,32.3293809,-83.1137366,"Georgia, United States of America",Georgia
robert sacre,30.8703881,-92.007126,"Louisiana, United States of America",Louisiana
robert smith,36.7014631,-118.7559974,"California, United States of America",California
robert swift,36.7014631,-118.7559974,"California, United States of America",California
robert traylor,43.6211955,-84.6824346,"Michigan, United States of America",Michigan
robert werdann,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
robert whaley,43.6211955,-84.6824346,"Michigan, United States of America",Michigan
robin jones,38.7604815,-92.5617875,"Missouri, United States of America",Missouri
robin lopez,36.7014631,-118.7559974,"California, United States of America",California
rock lee,36.7014631,-118.7559974,"California, United States of America",California
rod derline,38.8949549,-77.0366456,"Washington, District of Columbia, United States of America",Washington
rod foster,33.2588817,-86.8295337,"Alabama, United States of America",Alabama
rod higgins,30.8703881,-92.007126,"Louisiana, United States of America",Louisiana
rod strickland,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
rod thorn,38.4758406,-80.8408415,"West Virginia, United States of America",West Virginia
rodney buford,44.4308975,-89.6884637,"Wisconsin, United States of America",Wisconsin
rodney carney,35.7730076,-86.2820081,"Tennessee, United States of America",Tennessee
rodney hood,32.9715645,-89.7348497,"Mississippi, United States of America",Mississippi
rodney mccray,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
rodney mcgruder,39.5162234,-76.9382069,"Maryland, United States of America",Maryland
rodney monroe,39.5162234,-76.9382069,"Maryland, United States of America",Maryland
rodney rogers,35.6729639,-79.0392919,"North Carolina, United States of America",North Carolina
rodney stuckey,38.8949549,-77.0366456,"Washington, District of Columbia, United States of America",Washington
rodney white,40.9699889,-77.7278831,"Pennsylvania, United States of America",Pennsylvania
rodrick rhodes,40.0757384,-74.4041622,"New Jersey, United States of America",New Jersey
rodrigue beaubois,16.2490067,-61.5650444,"Guadeloupe, France",Guadeloupe
roger brown,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
roger burkman,40.3270127,-86.1746933,"Indiana, United States of America",Indiana
roger mason,38.8949549,-77.0366456,"Washington, District of Columbia, United States of America",District of Columbia
roger phegley,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
roger powell,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
roger strickland,27.7567667,-81.4639835,"Florida, United States of America",Florida
roko ukic,45.5643442,17.0118954,Hrvatska,Croatia
rolando blackman,35.266906,-119.0567707,"Panama, Kern County, California, 93313, United States of America",Panama
rolando ferreira,-10.3333333,-53.2,Brasil,Brazil
rollie seltz,45.9896587,-94.6113288,"Minnesota, United States of America",Minnesota
ron anderson,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
ron baker,38.27312,-98.5821872,"Kansas, United States of America",Kansas
ron behagen,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
ron bonham,40.3270127,-86.1746933,"Indiana, United States of America",Indiana
ron boone,34.9550817,-97.2684063,"Oklahoma, United States of America",Oklahoma
ron brewer,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas
ron carter,40.9699889,-77.7278831,"Pennsylvania, United States of America",Pennsylvania
ron cavenall,31.8160381,-99.5120986,"Texas, United States of America",Texas
ron crevier,61.0666922,-107.9917071,Canada,Canada
ron davis,34.395342,-111.7632755,"Arizona, United States of America",Arizona
ron grandison,36.7014631,-118.7559974,"California, United States of America",California
ron harper,40.2253569,-82.6881395,"Ohio, United States of America",Ohio
ron horn,40.3270127,-86.1746933,"Indiana, United States of America",Indiana
ron lee,42.3788774,-72.032366,"Massachusetts, United States of America",Massachusetts
ron mercer,35.7730076,-86.2820081,"Tennessee, United States of America",Tennessee
ron moore,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
ron reed,40.3270127,-86.1746933,"Indiana, United States of America",Indiana
ron riley,36.7014631,-118.7559974,"California, United States of America",California
ron rowan,40.9699889,-77.7278831,"Pennsylvania, United States of America",Pennsylvania
ron shavlik,38.7251776,-105.6077167,"Colorado, United States of America",Colorado
ron sobie,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
ron williams,38.4758406,-80.8408415,"West Virginia, United States of America",West Virginia
ronald dupree,32.9715645,-89.7348497,"Mississippi, United States of America",Mississippi
ronald murray,40.9699889,-77.7278831,"Pennsylvania, United States of America",Pennsylvania
rondae hollis-jefferson,40.9699889,-77.7278831,"Pennsylvania, United States of America",Pennsylvania
ronnie brewer,43.9792797,-120.737257,"Oregon, United States of America",Oregon
ronnie lester,32.9715645,-89.7348497,"Mississippi, United States of America",Mississippi
ronnie murphy,38.6920451,-75.4013315,"Delaware, United States of America",Delaware
ronnie price,31.8160381,-99.5120986,"Texas, United States of America",Texas
ronnie valentine,37.1232245,-78.4927721,"Virginia, United States of America",Virginia
ronny turiaf,14.6368275,-61.0157355341703,"Martinique, Le Lamentin, Fort-de-France, Martinique, 97232, France",Martinique
rony seikaly,40.3429683,-76.4233816,"Lebanon, Lebanon County, Pennsylvania, United States of America",Lebanon
rory sparrow,37.1232245,-78.4927721,"Virginia, United States of America",Virginia
rory white,33.2588817,-86.8295337,"Alabama, United States of America",Alabama
roshown mcleod,40.0757384,-74.4041622,"New Jersey, United States of America",New Jersey
rowland garrett,32.9715645,-89.7348497,"Mississippi, United States of America",Mississippi
roy hamilton,36.7014631,-118.7559974,"California, United States of America",California
roy hibbert,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
roy hinson,40.0757384,-74.4041622,"New Jersey, United States of America",New Jersey
roy marble,43.6211955,-84.6824346,"Michigan, United States of America",Michigan
roy rogers,33.2588817,-86.8295337,"Alabama, United States of America",Alabama
roy tarpley,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
royal ivey,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
royce oneale,31.8160381,-99.5120986,"Texas, United States of America",Texas
royce white,45.9896587,-94.6113288,"Minnesota, United States of America",Minnesota
ruben boumtje-boumtje,4.6125522,13.1535811,Cameroun,Cameroon
ruben garces,35.266906,-119.0567707,"Panama, Kern County, California, 93313, United States of America",Panama
ruben nembhard,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
ruben patterson,40.2253569,-82.6881395,"Ohio, United States of America",Ohio
ruben wolkowyski,-34.9964963,-64.9672817,Argentina,Argentina
rudy fernandez,40.0028028,-4.003104,España,Spain
rudy gay,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
rudy gobert,46.603354,1.8883335,"France métropolitaine, France",France
rudy hackett,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
rudy larusso,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
rudy macklin,37.5726028,-85.1551411,"Kentucky, United States of America",Kentucky
rudy tomjanovich,43.6211955,-84.6824346,"Michigan, United States of America",Michigan
rudy white,34.5708167,-105.993007,"New Mexico, United States of America",New Mexico
rumeal robinson,18.1850507,-77.3947693,Jamaica,Jamaica
russ lee,42.3788774,-72.032366,"Massachusetts, United States of America",Massachusetts
russ schoene,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
russ smith,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
russell cross,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
russell westbrook,36.7014631,-118.7559974,"California, United States of America",California
rusty larue,35.6729639,-79.0392919,"North Carolina, United States of America",North Carolina
ryan anderson,36.7014631,-118.7559974,"California, United States of America",California
ryan arcidiacono,40.9699889,-77.7278831,"Pennsylvania, United States of America",Pennsylvania
ryan bowen,41.9216734,-93.3122705,"Iowa, United States of America",Iowa
ryan gomes,41.6500201,-72.7342163,"Connecticut, United States of America",Connecticut
ryan hollins,36.7014631,-118.7559974,"California, United States of America",California
ryan humphrey,34.9550817,-97.2684063,"Oklahoma, United States of America",Oklahoma
ryan kelly,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
ryan lorthridge,35.7730076,-86.2820081,"Tennessee, United States of America",Tennessee
ryan reid,27.7567667,-81.4639835,"Florida, United States of America",Florida
ryan robertson,34.9550817,-97.2684063,"Oklahoma, United States of America",Oklahoma
ryan stack,35.7730076,-86.2820081,"Tennessee, United States of America",Tennessee
salah mejri,33.8439408,9.400138,تونس,Tunisia
salim stoudamire,43.9792797,-120.737257,"Oregon, United States of America",Oregon
sam bowie,40.9699889,-77.7278831,"Pennsylvania, United States of America",Pennsylvania
sam cassell,39.5162234,-76.9382069,"Maryland, United States of America",Maryland
sam dekker,44.4308975,-89.6884637,"Wisconsin, United States of America",Wisconsin
sam jacobson,45.9896587,-94.6113288,"Minnesota, United States of America",Minnesota
sam jones,35.6729639,-79.0392919,"North Carolina, United States of America",North Carolina
sam lacey,32.9715645,-89.7348497,"Mississippi, United States of America",Mississippi
sam mack,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
sam mitchell,32.3293809,-83.1137366,"Georgia, United States of America",Georgia
sam pellom,35.6729639,-79.0392919,"North Carolina, United States of America",North Carolina
sam perkins,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
sam ranzino,40.3270127,-86.1746933,"Indiana, United States of America",Indiana
sam smith,30.8703881,-92.007126,"Louisiana, United States of America",Louisiana
sam stith,37.1232245,-78.4927721,"Virginia, United States of America",Virginia
sam vincent,43.6211955,-84.6824346,"Michigan, United States of America",Michigan
sam williams,36.7014631,-118.7559974,"California, United States of America",California
sam worthen,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
sam young,38.8949549,-77.0366456,"Washington, District of Columbia, United States of America",District of Columbia
samaki walker,40.2253569,-82.6881395,"Ohio, United States of America",Ohio
samardo samuels,18.1850507,-77.3947693,Jamaica,Jamaica
samuel dalembert,18.98801315,-72.2946027714031,"Haiti (festland), 4ème Savane à Roche, Commune Petite Rivière de l'Artibonite, Arrondissement de Dessalines, Département de l'Artibonite, Ayiti",Haiti
sarunas jasikevicius,55.3500003,23.7499997,Lietuva,Lithuania
sarunas marciulionis,55.3500003,23.7499997,Lietuva,Lithuania
sasha danilovic,44.3053476,17.5961467,Bosna i Hercegovina / Босна и Херцеговина,Bosnia and Herzegovina
sasha kaun,64.6863136,97.7453061,РФ,Russia
sasha pavlovic,-29.6826112,-51.4687455,"Montenegro, Microrregião de Montenegro, Região Metropolitana de Porto Alegre, Mesorregião Metropolitana de Porto Alegre, RS, Região Sul, 95780-000, Brasil",Montenegro
sasha vujacic,45.8133113,14.4808369,Slovenija,Slovenia
scooter mccray,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
scot pollard,39.4225192,-111.7143584,"Utah, United States of America",Utah
scott brooks,36.7014631,-118.7559974,"California, United States of America",California
scott burrell,41.6500201,-72.7342163,"Connecticut, United States of America",Connecticut
scott english,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
scott haffner,40.3270127,-86.1746933,"Indiana, United States of America",Indiana
scott haskin,36.7014631,-118.7559974,"California, United States of America",California
scott hastings,38.27312,-98.5821872,"Kansas, United States of America",Kansas
scott lloyd,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
scott machado,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
scott may,40.2253569,-82.6881395,"Ohio, United States of America",Ohio
scott meents,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
scott padgett,37.5726028,-85.1551411,"Kentucky, United States of America",Kentucky
scott roth,40.2253569,-82.6881395,"Ohio, United States of America",Ohio
scott sims,38.7604815,-92.5617875,"Missouri, United States of America",Missouri
scott skiles,40.3270127,-86.1746933,"Indiana, United States of America",Indiana
scott wedman,38.27312,-98.5821872,"Kansas, United States of America",Kansas
scott williams,36.7014631,-118.7559974,"California, United States of America",California
scottie pippen,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas
scotty hopson,37.5726028,-85.1551411,"Kentucky, United States of America",Kentucky
sean colson,40.9699889,-77.7278831,"Pennsylvania, United States of America",Pennsylvania
sean elliott,34.395342,-111.7632755,"Arizona, United States of America",Arizona
sean green,36.7014631,-118.7559974,"California, United States of America",California
sean higgins,36.7014631,-118.7559974,"California, United States of America",California
sean kilpatrick,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
sean lampley,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
sean marks,-41.5000831,172.8344077,New Zealand/Aotearoa,New Zealand
sean may,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
sean rooks,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
sean singletary,40.9699889,-77.7278831,"Pennsylvania, United States of America",Pennsylvania
sean williams,31.8160381,-99.5120986,"Texas, United States of America",Texas
sebastian telfair,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
sedale threatt,32.3293809,-83.1137366,"Georgia, United States of America",Georgia
sedric toney,32.9715645,-89.7348497,"Mississippi, United States of America",Mississippi
semaj christon,40.2253569,-82.6881395,"Ohio, United States of America",Ohio
semi ojeleye,38.27312,-98.5821872,"Kansas, United States of America",Kansas
semih erden,38.9597594,34.9249653,Türkiye,Turkey
serge ibaka,-0.7264327,15.6419155,Congo,Republic of the Congo
sergei bazarevich,64.6863136,97.7453061,РФ,Russia
sergei monia,64.6863136,97.7453061,РФ,Russia
sergey karasev,64.6863136,97.7453061,РФ,Russia
sergio rodriguez,40.0028028,-4.003104,España,Spain
seth curry,35.6729639,-79.0392919,"North Carolina, United States of America",North Carolina
shabazz muhammad,36.7014631,-118.7559974,"California, United States of America",California
shabazz napier,42.3788774,-72.032366,"Massachusetts, United States of America",Massachusetts
shaler halimon,27.7567667,-81.4639835,"Florida, United States of America",Florida
shammond williams,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
shandon anderson,32.3293809,-83.1137366,"Georgia, United States of America",Georgia
shane battier,43.6211955,-84.6824346,"Michigan, United States of America",Michigan
shane edwards,36.7014631,-118.7559974,"California, United States of America",California
shane heal,-24.7761086,134.755,Australia,Australia
shane larkin,40.2253569,-82.6881395,"Ohio, United States of America",Ohio
shannon brown,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
shaquille oneal,40.0757384,-74.4041622,"New Jersey, United States of America",New Jersey
shareef abdur-rahim,32.3293809,-83.1137366,"Georgia, United States of America",Georgia
sharone wright,32.3293809,-83.1137366,"Georgia, United States of America",Georgia
sharrod ford,38.8949549,-77.0366456,"Washington, District of Columbia, United States of America",District of Columbia
shaun livingston,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
shavlik randolph,35.6729639,-79.0392919,"North Carolina, United States of America",North Carolina
shawn bradley,51.0834196,10.4234469,"Deutschland, Europe",Germany
shawn kemp,40.3270127,-86.1746933,"Indiana, United States of America",Indiana
shawn long,30.8703881,-92.007126,"Louisiana, United States of America",Louisiana
shawn marion,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
shawn respert,43.6211955,-84.6824346,"Michigan, United States of America",Michigan
shawne williams,35.7730076,-86.2820081,"Tennessee, United States of America",Tennessee
shawnelle scott,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
shayne whittington,43.6211955,-84.6824346,"Michigan, United States of America",Michigan
shea seals,34.9550817,-97.2684063,"Oklahoma, United States of America",Oklahoma
shelden williams,34.9550817,-97.2684063,"Oklahoma, United States of America",Oklahoma
sheldon mac,31.8160381,-99.5120986,"Texas, United States of America",Texas
shelton jones,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
shelvin mack,37.5726028,-85.1551411,"Kentucky, United States of America",Kentucky
sherell ford,30.8703881,-92.007126,"Louisiana, United States of America",Louisiana
sherman douglas,38.8949549,-77.0366456,"Washington, District of Columbia, United States of America",District of Columbia
